,rank,region,score,gdp,healthy,freedom,generosity,corruption,year
14,15,Ireland,6.97700023651123,1.53570663928986,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,2017
15,16,Germany,6.95100021362305,1.48792338371277,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2017
16,17,Belgium,6.89099979400635,1.46378076076508,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2017
17,18,Luxembourg,6.86299991607666,1.74194359779358,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,2017
18,19,United Kingdom,6.71400022506714,1.44163393974304,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,2017
19,20,Chile,6.65199995040894,1.25278460979462,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,2017
20,21,United Arab Emirates,6.64799976348877,1.62634336948395,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,2017
21,22,Brazil,6.63500022888184,1.10735321044922,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2017
22,23,Czech Republic,6.60900020599365,1.35268235206604,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2017
23,24,Argentina,6.59899997711182,1.18529546260834,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2017
24,25,Mexico,6.57800006866455,1.15318381786346,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2017
25,26,Singapore,6.57200002670288,1.69227766990662,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,2017
26,27,Malta,6.52699995040894,1.34327983856201,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,2017
27,28,Uruguay,6.4539999961853,1.21755969524384,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2017
28,29,Guatemala,6.4539999961853,0.872001945972443,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2017
29,30,Panama,6.4520001411438,1.23374843597412,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2017
30,31,France,6.44199991226196,1.43092346191406,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2017
31,32,Thailand,6.42399978637695,1.12786877155304,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017
32,33,Taiwan Province of China,6.42199993133545,1.43362653255463,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2017
33,34,Spain,6.40299987792969,1.38439786434174,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017
34,35,Qatar,6.375,1.87076568603516,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,2017
35,36,Colombia,6.35699987411499,1.07062232494354,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2017
36,37,Saudi Arabia,6.3439998626709,1.53062355518341,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2017
37,38,Trinidad and Tobago,6.16800022125244,1.36135590076447,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,2017
38,39,Kuwait,6.10500001907349,1.63295245170593,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,2017
39,40,Slovakia,6.09800004959106,1.32539355754852,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2017
40,41,Bahrain,6.08699989318848,1.48841226100922,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,2017
41,42,Malaysia,6.08400011062622,1.29121541976929,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2017
42,43,Nicaragua,6.07100009918213,0.737299203872681,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2017
43,44,Ecuador,6.00799989700317,1.00082039833069,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2017
44,45,El Salvador,6.00299978256226,0.909784495830536,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2017
45,46,Poland,5.97300004959106,1.29178786277771,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,2017
46,47,Uzbekistan,5.97100019454956,0.786441087722778,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,2017
47,48,Italy,5.96400022506714,1.39506661891937,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,2017
48,49,Russia,5.96299982070923,1.28177809715271,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2017
49,50,Belize,5.95599985122681,0.907975316047668,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,2017
50,51,Japan,5.92000007629395,1.41691517829895,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,2017
51,52,Lithuania,5.90199995040894,1.31458234786987,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2017
52,53,Algeria,5.87200021743774,1.09186446666718,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,2017
53,54,Latvia,5.84999990463257,1.26074862480164,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,2017
54,55,South Korea,5.83799982070923,1.40167844295502,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,2017
55,56,Moldova,5.83799982070923,0.728870630264282,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2017
56,57,Romania,5.82499980926514,1.21768391132355,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,2017
57,58,Bolivia,5.82299995422363,0.833756566047668,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,2017
58,59,Turkmenistan,5.82200002670288,1.13077676296234,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,2017
59,60,Kazakhstan,5.81899976730347,1.28455626964569,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,2017
60,61,North Cyprus,5.80999994277954,1.3469113111496,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,2017
61,62,Slovenia,5.75799989700317,1.3412059545517,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,2017
62,63,Peru,5.71500015258789,1.03522527217865,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2017
63,64,Mauritius,5.62900018692017,1.18939554691315,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,2017
64,65,Cyprus,5.62099981307983,1.35593807697296,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,2017
65,66,Estonia,5.61100006103516,1.32087934017181,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,2017
66,67,Belarus,5.56899976730347,1.15655755996704,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,2017
67,68,Libya,5.52500009536743,1.10180306434631,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,2017
68,69,Turkey,5.5,1.19827437400818,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,2017
69,70,Paraguay,5.49300003051758,0.932537317276001,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,2017
70,71,"Hong Kong S.A.R., China",5.47200012207031,1.55167484283447,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,2017
71,72,Philippines,5.42999982833862,0.85769921541214,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,2017
72,73,Serbia,5.39499998092651,1.06931757926941,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,2017
73,74,Jordan,5.33599996566772,0.991012394428253,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,2017
74,75,Hungary,5.32399988174438,1.2860119342804,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,2017
75,76,Jamaica,5.31099987030029,0.925579309463501,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,2017
76,77,Croatia,5.29300022125244,1.22255623340607,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,2017
77,78,Kosovo,5.27899980545044,0.951484382152557,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2017
78,79,China,5.27299976348877,1.08116579055786,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,2017
79,80,Pakistan,5.26900005340576,0.72688353061676,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2017
80,81,Indonesia,5.26200008392334,0.995538592338562,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,2017
81,82,Venezuela,5.25,1.12843120098114,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,2017
82,83,Montenegro,5.23699998855591,1.12112903594971,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,2017
83,84,Morocco,5.2350001335144,0.878114581108093,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2017
84,85,Azerbaijan,5.23400020599365,1.15360176563263,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,2017
85,86,Dominican Republic,5.23000001907349,1.07937383651733,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,2017
86,87,Greece,5.22700023651123,1.28948748111725,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,2017
87,88,Lebanon,5.22499990463257,1.07498753070831,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,2017
88,89,Portugal,5.19500017166138,1.3151752948761,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,2017
89,90,Bosnia and Herzegovina,5.18200016021729,0.982409417629242,0.705186307430267,0.204403176903725,0.328867495059967,0.0,2017
90,91,Honduras,5.18100023269653,0.730573117733002,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2017
91,92,Macedonia,5.17500019073486,1.06457793712616,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,2017
92,93,Somalia,5.15100002288818,0.0226431842893362,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,2017
93,94,Vietnam,5.07399988174438,0.788547575473785,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,2017
94,95,Nigeria,5.07399988174438,0.783756256103516,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2017
95,96,Tajikistan,5.04099988937378,0.524713635444641,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,2017
96,97,Bhutan,5.01100015640259,0.885416388511658,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,2017
97,98,Kyrgyzstan,5.00400018692017,0.596220076084137,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,2017
98,99,Nepal,4.96199989318848,0.479820191860199,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,2017
99,100,Mongolia,4.95499992370605,1.02723586559296,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,2017
100,101,South Africa,4.8289999961853,1.05469870567322,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,2017
101,102,Tunisia,4.80499982833862,1.00726580619812,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,2017
102,103,Palestinian Territories,4.77500009536743,0.716249227523804,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,2017
103,104,Egypt,4.7350001335144,0.989701807498932,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,2017
104,105,Bulgaria,4.71400022506714,1.1614590883255,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,2017
105,106,Sierra Leone,4.70900011062622,0.36842092871666,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,2017
106,107,Cameroon,4.69500017166138,0.564305365085602,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2017
107,108,Iran,4.69199991226196,1.15687310695648,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,2017
108,109,Albania,4.64400005340576,0.996192753314972,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,2017
109,110,Bangladesh,4.60799980163574,0.586682975292206,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,2017
110,111,Namibia,4.57399988174438,0.964434325695038,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,2017
111,112,Kenya,4.55299997329712,0.560479462146759,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,2017
112,113,Mozambique,4.55000019073486,0.234305649995804,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,2017
113,114,Myanmar,4.54500007629395,0.367110550403595,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,2017
114,115,Senegal,4.53499984741211,0.479309022426605,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,2017
115,116,Zambia,4.51399993896484,0.636406779289246,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,2017
116,117,Iraq,4.49700021743774,1.10271048545837,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,2017
117,118,Gabon,4.46500015258789,1.1982102394104,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,2017
118,119,Ethiopia,4.46000003814697,0.339233845472336,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,2017
119,120,Sri Lanka,4.44000005722046,1.00985014438629,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,2017
120,121,Armenia,4.37599992752075,0.900596737861633,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,2017
121,122,India,4.31500005722046,0.792221248149872,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,2017
122,123,Mauritania,4.29199981689453,0.648457288742065,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,2017
123,124,Congo (Brazzaville),4.29099988937378,0.808964252471924,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,2017
124,125,Georgia,4.28599977493286,0.950612664222717,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,2017
125,126,Congo (Kinshasa),4.28000020980835,0.0921023488044739,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2017
126,127,Mali,4.19000005722046,0.476180493831635,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,2017
127,128,Ivory Coast,4.17999982833862,0.603048920631409,0.0486421696841717,0.447706192731857,0.201237469911575,0.130061775445938,2017
128,129,Cambodia,4.16800022125244,0.601765096187592,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,2017
129,130,Sudan,4.13899993896484,0.65951669216156,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,2017
130,131,Ghana,4.11999988555908,0.667224824428558,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,2017
131,132,Ukraine,4.09600019454956,0.89465194940567,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,2017
132,133,Uganda,4.08099985122681,0.381430715322495,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,2017
133,134,Burkina Faso,4.03200006484985,0.3502277135849,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,2017
134,135,Niger,4.02799987792969,0.161925330758095,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,2017
135,136,Malawi,3.97000002861023,0.233442038297653,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,2017
136,137,Chad,3.93600010871887,0.438012987375259,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,2017
137,138,Zimbabwe,3.875,0.375846534967422,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,2017
138,139,Lesotho,3.80800008773804,0.521021246910095,0.0,0.390661299228668,0.157497271895409,0.119094640016556,2017
139,140,Angola,3.79500007629395,0.858428180217743,0.0498686656355858,0.0,0.097926490008831,0.0697203353047371,2017
140,141,Afghanistan,3.79399991035461,0.401477217674255,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2017
141,142,Botswana,3.76600003242493,1.12209415435791,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,2017
142,143,Benin,3.65700006484985,0.431085407733917,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,2017
143,144,Madagascar,3.64400005340576,0.305808693170547,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,2017
144,145,Haiti,3.6029999256134,0.368610262870789,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,2017
145,146,Yemen,3.59299993515015,0.591683447360992,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,2017
146,147,South Sudan,3.59100008010864,0.39724862575531,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,2017
147,148,Liberia,3.53299999237061,0.119041793048382,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,2017
148,149,Guinea,3.50699996948242,0.244549930095673,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,2017
149,150,Togo,3.49499988555908,0.305444717407227,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,2017
150,151,Rwanda,3.47099995613098,0.368745893239975,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,2017
151,152,Syria,3.46199989318848,0.777153134346008,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,2017
152,153,Tanzania,3.34899997711182,0.511135876178741,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,2017
153,154,Burundi,2.90499997138977,0.091622568666935,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,2017
154,155,Central African Republic,2.69300007820129,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2017
0,1,Finland,7.632,1.305,0.874,0.681,0.202,0.393,2018
1,2,Norway,7.594,1.456,0.861,0.686,0.286,0.34,2018
2,3,Denmark,7.555,1.351,0.868,0.683,0.284,0.408,2018
3,4,Iceland,7.495,1.343,0.914,0.677,0.353,0.138,2018
4,5,Switzerland,7.487,1.42,0.927,0.66,0.256,0.357,2018
5,6,Netherlands,7.441,1.361,0.878,0.638,0.333,0.295,2018
6,7,Canada,7.328,1.33,0.896,0.653,0.321,0.291,2018
7,8,New Zealand,7.324,1.268,0.876,0.669,0.365,0.389,2018
8,9,Sweden,7.314,1.355,0.913,0.659,0.285,0.383,2018
9,10,Australia,7.272,1.34,0.91,0.647,0.361,0.302,2018
10,11,United Kingdom,7.19,1.244,0.888,0.464,0.262,0.082,2018
11,12,Austria,7.139,1.341,0.891,0.617,0.242,0.224,2018
12,13,Costa Rica,7.072,1.01,0.817,0.632,0.143,0.101,2018
13,14,Ireland,6.977,1.448,0.876,0.614,0.307,0.306,2018
14,15,Germany,6.965,1.34,0.861,0.586,0.273,0.28,2018
15,16,Belgium,6.927,1.324,0.894,0.583,0.188,0.24,2018
16,17,Luxembourg,6.91,1.576,0.896,0.632,0.196,0.321,2018
17,18,United States,6.886,1.398,0.819,0.547,0.291,0.133,2018
18,19,Israel,6.814,1.301,0.883,0.533,0.354,0.272,2018
19,20,United Arab Emirates,6.774,2.096,0.67,0.284,0.186,0.2745253584910356,2018
20,21,Czech Republic,6.711,1.233,0.854,0.543,0.064,0.034,2018
21,22,Malta,6.627,1.27,0.884,0.645,0.376,0.142,2018
22,23,France,6.489,1.293,0.908,0.52,0.098,0.176,2018
23,24,Mexico,6.488,1.038,0.761,0.479,0.069,0.095,2018
24,25,Chile,6.476,1.131,0.808,0.431,0.197,0.061,2018
25,26,Taiwan,6.441,1.365,0.857,0.418,0.151,0.078,2018
26,27,Panama,6.43,1.112,0.759,0.597,0.125,0.063,2018
27,28,Brazil,6.419,0.986,0.675,0.493,0.11,0.088,2018
28,29,Argentina,6.388,1.073,0.744,0.57,0.062,0.054,2018
29,30,Guatemala,6.382,0.781,0.608,0.604,0.179,0.071,2018
30,31,Uruguay,6.379,1.093,0.771,0.625,0.13,0.155,2018
31,32,Qatar,6.374,1.649,0.748,0.654,0.256,0.171,2018
32,33,Saudi Arabia,6.371,1.379,0.633,0.509,0.098,0.127,2018
33,34,Singapore,6.343,1.529,1.008,0.631,0.261,0.457,2018
34,35,Malaysia,6.322,1.161,0.669,0.356,0.311,0.059,2018
35,36,Spain,6.31,1.251,0.965,0.449,0.142,0.074,2018
36,37,Colombia,6.26,0.96,0.635,0.531,0.099,0.039,2018
37,38,Trinidad & Tobago,6.192,1.223,0.564,0.575,0.171,0.019,2018
38,39,Slovakia,6.173,1.21,0.776,0.354,0.118,0.014,2018
39,40,El Salvador,6.167,0.806,0.639,0.461,0.065,0.082,2018
40,41,Nicaragua,6.141,0.668,0.7,0.527,0.208,0.128,2018
41,42,Poland,6.123,1.176,0.781,0.546,0.108,0.064,2018
42,43,Bahrain,6.105,1.338,0.698,0.594,0.243,0.123,2018
43,44,Uzbekistan,6.096,0.719,0.605,0.724,0.328,0.259,2018
44,45,Kuwait,6.083,1.474,0.675,0.554,0.167,0.106,2018
45,46,Thailand,6.072,1.016,0.707,0.637,0.364,0.029,2018
46,47,Italy,6.0,1.264,0.946,0.281,0.137,0.028,2018
47,48,Ecuador,5.973,0.889,0.736,0.556,0.114,0.12,2018
48,49,Belize,5.956,0.807,0.474,0.593,0.183,0.089,2018
49,50,Lithuania,5.952,1.197,0.716,0.35,0.026,0.006,2018
50,51,Slovenia,5.948,1.219,0.856,0.633,0.16,0.051,2018
51,52,Romania,5.945,1.116,0.726,0.528,0.088,0.001,2018
52,53,Latvia,5.933,1.148,0.671,0.363,0.092,0.066,2018
53,54,Japan,5.915,1.294,0.988,0.553,0.079,0.15,2018
54,55,Mauritius,5.891,1.09,0.684,0.584,0.245,0.05,2018
55,56,Jamaica,5.89,0.819,0.693,0.575,0.096,0.031,2018
56,57,South Korea,5.875,1.266,0.955,0.244,0.175,0.051,2018
57,58,Northern Cyprus,5.835,1.229,0.909,0.495,0.179,0.154,2018
58,59,Russia,5.81,1.151,0.599,0.399,0.065,0.025,2018
59,60,Kazakhstan,5.79,1.143,0.631,0.454,0.148,0.121,2018
60,61,Cyprus,5.762,1.229,0.909,0.423,0.202,0.035,2018
61,62,Bolivia,5.752,0.751,0.508,0.606,0.141,0.054,2018
62,63,Estonia,5.739,1.2,0.737,0.553,0.086,0.174,2018
63,64,Paraguay,5.681,0.835,0.615,0.541,0.162,0.074,2018
64,65,Peru,5.663,0.934,0.674,0.53,0.092,0.034,2018
65,66,Kosovo,5.662,0.855,0.578,0.448,0.274,0.023,2018
66,67,Moldova,5.64,0.657,0.62,0.232,0.171,0.0,2018
67,68,Turkmenistan,5.636,1.016,0.517,0.417,0.199,0.037,2018
68,69,Hungary,5.62,1.171,0.732,0.259,0.061,0.022,2018
69,70,Libya,5.566,0.985,0.553,0.496,0.116,0.148,2018
70,71,Philippines,5.524,0.775,0.513,0.643,0.12,0.105,2018
71,72,Honduras,5.504,0.62,0.622,0.459,0.197,0.074,2018
72,73,Belarus,5.483,1.039,0.7,0.307,0.101,0.154,2018
73,74,Turkey,5.483,1.148,0.686,0.324,0.106,0.109,2018
74,75,Pakistan,5.472,0.652,0.424,0.334,0.216,0.113,2018
75,76,Hong Kong,5.43,1.405,1.03,0.524,0.246,0.291,2018
76,77,Portugal,5.41,1.188,0.884,0.562,0.055,0.017,2018
77,78,Serbia,5.398,0.975,0.685,0.288,0.134,0.043,2018
78,79,Greece,5.358,1.154,0.879,0.131,0.0,0.044,2018
79,80,Lebanon,5.358,0.965,0.785,0.503,0.214,0.136,2018
80,81,Montenegro,5.347,1.017,0.729,0.259,0.111,0.081,2018
81,82,Croatia,5.321,1.115,0.737,0.38,0.12,0.039,2018
82,83,Dominican Republic,5.302,0.982,0.614,0.578,0.12,0.106,2018
83,84,Algeria,5.295,0.979,0.687,0.077,0.055,0.135,2018
84,85,Morocco,5.254,0.779,0.669,0.46,0.026,0.074,2018
85,86,China,5.246,0.989,0.799,0.597,0.029,0.103,2018
86,87,Azerbaijan,5.201,1.024,0.603,0.43,0.031,0.176,2018
87,88,Tajikistan,5.199,0.474,0.598,0.292,0.187,0.034,2018
88,89,Macedonia,5.185,0.959,0.691,0.394,0.173,0.052,2018
89,90,Jordan,5.161,0.822,0.645,0.468,0.13,0.134,2018
90,91,Nigeria,5.155,0.689,0.048,0.462,0.201,0.032,2018
91,92,Kyrgyzstan,5.131,0.53,0.594,0.54,0.281,0.035,2018
92,93,Bosnia and Herzegovina,5.129,0.915,0.758,0.28,0.216,0.0,2018
93,94,Mongolia,5.125,0.914,0.575,0.395,0.253,0.032,2018
94,95,Vietnam,5.103,0.715,0.702,0.618,0.177,0.079,2018
95,96,Indonesia,5.093,0.899,0.522,0.538,0.484,0.018,2018
96,97,Bhutan,5.082,0.796,0.527,0.541,0.364,0.171,2018
97,98,Somalia,4.982,0.0,0.115,0.674,0.238,0.282,2018
98,99,Cameroon,4.975,0.535,0.182,0.454,0.183,0.043,2018
99,100,Bulgaria,4.933,1.054,0.712,0.359,0.064,0.009,2018
100,101,Nepal,4.88,0.425,0.539,0.526,0.302,0.078,2018
101,102,Venezuela,4.806,0.996,0.657,0.133,0.056,0.052,2018
102,103,Gabon,4.758,1.036,0.404,0.356,0.032,0.052,2018
103,104,Palestinian Territories,4.743,0.642,0.602,0.266,0.086,0.076,2018
104,105,South Africa,4.724,0.94,0.33,0.516,0.103,0.056,2018
105,106,Iran,4.707,1.059,0.691,0.459,0.282,0.129,2018
106,107,Ivory Coast,4.671,0.541,0.08,0.467,0.146,0.103,2018
107,108,Ghana,4.657,0.592,0.337,0.499,0.212,0.029,2018
108,109,Senegal,4.631,0.429,0.433,0.406,0.138,0.082,2018
109,110,Laos,4.623,0.72,0.441,0.626,0.23,0.174,2018
110,111,Tunisia,4.592,0.9,0.69,0.271,0.04,0.063,2018
111,112,Albania,4.586,0.916,0.79,0.419,0.149,0.032,2018
112,113,Sierra Leone,4.571,0.256,0.0,0.355,0.238,0.053,2018
113,114,Congo (Brazzaville),4.559,0.682,0.343,0.514,0.091,0.077,2018
114,115,Bangladesh,4.5,0.532,0.579,0.58,0.153,0.144,2018
115,116,Sri Lanka,4.471,0.918,0.672,0.585,0.307,0.05,2018
116,117,Iraq,4.456,1.01,0.536,0.304,0.148,0.095,2018
117,118,Mali,4.447,0.37,0.152,0.367,0.139,0.056,2018
118,119,Namibia,4.441,0.874,0.365,0.519,0.051,0.064,2018
119,120,Cambodia,4.433,0.549,0.457,0.696,0.256,0.065,2018
120,121,Burkina Faso,4.424,0.314,0.254,0.312,0.175,0.128,2018
121,122,Egypt,4.419,0.885,0.553,0.312,0.092,0.107,2018
122,123,Mozambique,4.417,0.198,0.173,0.531,0.206,0.158,2018
123,124,Kenya,4.41,0.493,0.454,0.504,0.352,0.055,2018
124,125,Zambia,4.377,0.562,0.295,0.503,0.221,0.082,2018
125,126,Mauritania,4.356,0.557,0.292,0.129,0.134,0.093,2018
126,127,Ethiopia,4.35,0.308,0.391,0.452,0.22,0.146,2018
127,128,Georgia,4.34,0.853,0.643,0.375,0.038,0.215,2018
128,129,Armenia,4.321,0.816,0.666,0.26,0.077,0.028,2018
129,130,Myanmar,4.308,0.682,0.429,0.58,0.598,0.178,2018
130,131,Chad,4.301,0.358,0.053,0.189,0.181,0.06,2018
131,132,Congo (Kinshasa),4.245,0.069,0.204,0.312,0.197,0.052,2018
132,133,India,4.19,0.721,0.485,0.539,0.172,0.093,2018
133,134,Niger,4.166,0.131,0.221,0.39,0.175,0.099,2018
134,135,Uganda,4.161,0.322,0.237,0.45,0.259,0.061,2018
135,136,Benin,4.141,0.378,0.24,0.44,0.163,0.067,2018
136,137,Sudan,4.139,0.605,0.312,0.016,0.134,0.082,2018
137,138,Ukraine,4.103,0.793,0.609,0.163,0.187,0.011,2018
138,139,Togo,3.999,0.259,0.253,0.434,0.158,0.101,2018
139,140,Guinea,3.964,0.344,0.211,0.394,0.185,0.094,2018
140,141,Lesotho,3.808,0.472,0.079,0.423,0.116,0.112,2018
141,142,Angola,3.795,0.73,0.269,0.0,0.079,0.061,2018
142,143,Madagascar,3.774,0.262,0.402,0.221,0.155,0.049,2018
143,144,Zimbabwe,3.692,0.357,0.248,0.406,0.132,0.099,2018
